  ATCFID NAME            YEAR MMDDHH  FHOUR  VMAX0      NCI    VMAXN     OFDV     OBDV     DSDV     LGDV     HWDV     AVDV     VMXC     DV12     SLAT     SSTN     SHDC     DTL      D200     T200     RHMD     SPDX     SPDY     LON0     LAT0      NCT     LONN     LATN     OFDX     OBDX     AVDX     EMDX     EGDX     HWDX     LONC     OFDY     OBDY     AVDY     EMDY     EGDY     HWDY     LATC
AL182021 SAM             2021 092806  132   115.00     4.00    82.50     2.50    -5.00    13.00   -27.00    30.00   -16.00    90.00    10.00    39.76    22.72    40.82   718.20    52.20   -53.18    47.60    10.59    21.60   306.50    16.90     4.00 -9999.00 -9999.00 -9999.00  -155.00    59.84  -357.97    64.22   210.17   307.95 -9999.00  -677.71     0.00  -755.48   677.71    77.77    44.10
AL182021 SAM             2021 092812  132   115.00     4.00    82.50     7.50     0.25     5.25   -32.75    42.25   -14.75    89.75    10.00    41.02    21.62    48.32   613.20    24.20   -53.46    51.00    10.57    21.10   305.90    17.30     4.00 -9999.00 -9999.00 -9999.00  -177.60    55.72  -379.63    56.87   248.79   309.92 -9999.00  -558.28  -380.52  -613.83  1097.11  -102.77    43.73
AL182021 SAM             2021 092818  132   115.00     4.00    80.00    10.00    18.25    29.25   -17.75    -2.75    -8.75    71.75     0.00    41.10    21.08    35.40   639.20    52.80   -52.64    48.80    12.42    19.20   305.30    17.70     4.00 -9999.00 -9999.00 -9999.00    45.48  -151.04  -138.56    78.19   201.92   309.55 -9999.00  -444.40   422.18  -666.60  -377.74   622.16    43.90
AL182021 SAM             2021 092900  132   120.00     4.00    75.00    10.00     4.50    14.50   -25.50    18.50    -7.50    80.50     5.00    41.44    20.58    41.22   605.20    10.60   -53.30    50.60     8.27    14.30   304.70    18.10     4.00 -9999.00 -9999.00 -9999.00    81.16    39.81  -206.61    72.38    86.81   311.92 -9999.00   -16.66  -116.65  -361.07    72.22   405.52    41.55
AL182021 SAM             2021 092906  132   115.00     4.00    72.50     7.50     6.75    16.75   -13.25    -2.25    -1.25    73.25     0.00    41.14    22.78    35.70   714.00    42.60   -53.76    54.40    13.72    11.90   304.10    18.60     3.00 -9999.00 -9999.00 -9999.00   249.57    81.67     0.00  -319.99   213.48   313.27 -9999.00   -88.88    11.11     0.00  -611.05   599.94    44.60
AL182021 SAM             2021 092912  132   115.00     4.00    70.00     5.00    11.50    23.50   -12.50    -8.50    -2.50    63.50    -5.00    42.08    20.16    49.70   596.80    23.40   -53.40    54.20    11.03    12.70   303.40    19.10     4.00 -9999.00 -9999.00 -9999.00   782.84    -8.77  -445.50   118.78   298.20   309.80 -9999.00   686.04  -547.17  -480.51   -25.00  1052.67    40.33
AL212021 WANDA           2021 103100  132    45.00     2.00    42.50     2.50    12.50     0.00     0.00   -11.50    11.50    32.50     5.00    46.30    16.42    24.70  1341.20    72.60   -56.50    57.80    19.13    16.40   314.00    36.50     4.00 -9999.00 -9999.00 -9999.00  -359.86   355.49   492.90  -545.16  -373.70   326.70 -9999.00  -636.05   752.70   208.31  -669.38  -291.64    46.83
AL212021 WANDA           2021 103106  132    45.00     4.00    37.50     7.50     6.00    -1.00    -1.00     9.00    -7.00    39.00     5.00    48.10    15.06    32.14  1331.20    52.00   -58.00    58.80    16.31    12.80   315.80    36.60     4.00 -9999.00 -9999.00 -9999.00  -707.73  -147.58    48.59    33.64    59.67   331.35 -9999.00  -969.35  -280.53  -136.10  -136.10   552.72    48.33
AL212021 WANDA           2021 103112  132    45.00     4.00    37.50     7.50    10.75     0.75     5.75    -0.25    -6.25    34.25     0.00    47.92    14.96    31.96  1340.60    38.00   -58.22    56.80    16.28     9.30   316.60    36.50     4.00 -9999.00 -9999.00 -9999.00  -942.80  -414.04   203.16   159.04    31.19   333.58 -9999.00  -988.79  -499.95   122.21    77.77   299.97    47.30
AL212021 WANDA           2021 103118  132    45.00     4.00    37.50     7.50     7.25     3.25     5.25    -3.75    -4.75    37.75     0.00    48.00    15.20    31.36  1261.40    27.40   -59.90    53.40    17.64     7.50   316.50    36.40     4.00 -9999.00 -9999.00 -9999.00  -124.52  -159.59    32.77  -177.19   293.85   323.12 -9999.00  -119.43  -130.54  -119.43  -141.65   391.63    38.67
AL212021 WANDA           2021 110100  132    45.00     4.00    37.50     2.50     2.75    -6.25    -0.25    18.75   -12.25    37.25     0.00    45.40    17.32    40.52  1577.80    10.00   -60.72    40.80     8.01     2.20   316.00    35.80     4.00 -9999.00 -9999.00 -9999.00  -180.87   454.09   -84.21  -279.59  -101.12   323.65 -9999.00   -49.99   272.20  -127.76  -149.98     5.56    37.65
AL212021 WANDA           2021 110106  132    45.00     4.00    37.50    -2.50     5.25     1.25     8.25    -5.75    -3.75    29.75     0.00    42.06    19.44    29.46  1693.80   -16.80   -61.72    38.80     5.26    -2.10   315.80    34.80     4.00 -9999.00 -9999.00 -9999.00  -352.92  -249.04  -195.62  -388.82   812.66   326.02 -9999.00  -174.98  -263.86  -219.42   147.21   336.08    38.67
AL212021 WANDA           2021 110112  132    40.00     4.00    37.50    -2.50   -11.00    14.00     5.00   -19.00     0.00    46.00    -5.00    39.98    21.14    22.12  1799.20    15.40   -59.98    43.80     1.51    -6.00   316.60    34.10     4.00 -9999.00 -9999.00 -9999.00  -662.10  1230.20  -525.21  -724.17  -346.70   330.52 -9999.00  -852.69  2191.45  -997.12  -597.16  -597.16    45.08
AL212021 WANDA           2021 110118  132    40.00     4.00    37.50    -2.50    -3.50    -5.50     0.50    17.50   -12.50    38.50    -5.00    42.44    19.26    29.64  1739.60    34.60   -61.54    48.40    -1.17    -5.40   317.40    34.10     2.00 -9999.00 -9999.00 -9999.00  -114.93    80.20   -80.66     0.00     0.00   324.90 -9999.00   183.31    50.00   -50.00     0.00     0.00    36.45
AL022022 BONNIE          2022 070106  132    35.00     4.00    75.00    10.00     6.00    -8.00     0.00    45.00   -37.00    79.00     0.00    16.16    27.46    12.42   329.80    54.20   -52.90    70.60   -10.57     2.90   281.50    11.60     4.00 -9999.00 -9999.00 -9999.00  -133.16   271.80   -26.47  -154.79   -90.51   251.75 -9999.00   -41.66   -63.88   213.87  -130.54   -19.44    16.67
AL022022 BONNIE          2022 070112  132    35.00     4.00    72.50     7.50    14.50    15.50    17.50   -22.50   -10.50    65.50     0.00    16.72    28.02    12.60   394.00    40.00   -52.52    63.40   -10.92     2.80   279.80    11.30     4.00 -9999.00 -9999.00 -9999.00  -125.29   334.70   -50.39  -189.79   -93.60   250.57 -9999.00    63.88  -136.10   274.97   -58.33   -80.55    16.02
AL022022 BONNIE          2022 070118  132    40.00     4.00    72.50     7.50    25.50    10.50    22.50   -25.50    -7.50    54.50     5.00    16.84    28.00    16.02   466.00    20.80   -52.64    62.00   -10.05     2.60   278.20    11.20     3.00 -9999.00 -9999.00 -9999.00  -227.06   220.64  -109.92     0.00  -110.09   250.33 -9999.00    51.85   -81.47    74.07     0.00     7.41    16.43
AL022022 BONNIE          2022 070200  132    45.00     4.00    75.00     5.00     5.00     5.00    15.00   -19.00    -1.00    75.00    10.00    16.28    28.00    12.98   554.60    46.40   -52.50    63.60    -9.02     2.20   276.90    10.90     3.00 -9999.00 -9999.00 -9999.00  -244.99   256.74  -117.32     0.00  -139.13   249.20 -9999.00   151.84   -37.03    96.29     0.00   -59.25    15.83
AL022022 BONNIE          2022 070206  132    40.00     4.00    75.00    10.00    -4.75     1.25   -19.75    46.25   -27.75    89.75     0.00    16.44    28.00    13.56   624.80    11.40   -52.32    61.20   -10.36     1.80   275.50    11.10     4.00 -9999.00 -9999.00 -9999.00  -207.11   272.24   -47.78  -185.42   -37.41   247.45 -9999.00    97.21  -124.99   108.32   197.20  -180.54    16.62
AL052022 DANIELLE        2022 090106  132    30.00     2.00    75.00   -10.00    -4.50     0.00     0.00     7.50    -7.50    69.50     5.00    41.30    25.78    15.92  1106.40    24.60   -55.34    48.20     5.04     5.00   314.80    38.10     4.00 -9999.00 -9999.00 -9999.00   196.00   132.02   -40.83   -47.60   -40.54   316.60 -9999.00   -86.10  -230.53   -86.10   302.75    13.89    43.08
AL052022 DANIELLE        2022 090112  132    30.00     4.00    72.50    -7.50    -6.25     3.75   -10.25    16.75   -10.25    71.25     5.00    41.88    26.00    21.26  1020.40    30.80   -55.26    42.60     2.22     4.20   315.20    38.10     4.00 -9999.00 -9999.00 -9999.00   198.34   222.26  -108.93   -97.55   -12.05   317.65 -9999.00  -161.10  -138.88  -116.66   316.63   -61.11    43.95
AL052022 DANIELLE        2022 090118  132    50.00     4.00    72.50    -2.50     1.75     4.75    -4.25     4.75    -5.25    68.25    20.00    42.48    25.60    13.70  1031.80    27.40   -55.22    47.00     3.46     4.90   315.60    38.00     4.00 -9999.00 -9999.00 -9999.00   144.40    86.81   -18.30   -42.92   -26.46   319.62 -9999.00    -5.55    94.43    -5.55   -72.22   -16.67    42.95
AL052022 DANIELLE        2022 090200  132    55.00     4.00    70.00     0.00     2.75     8.75    -5.25     1.75    -5.25    67.25    20.00    42.70    25.48    23.82  1083.80    12.60   -55.38    39.20     5.50     4.10   315.90    37.90     4.00 -9999.00 -9999.00 -9999.00   -66.94   315.94  -213.51  -255.61   153.86   323.62 -9999.00    91.66    25.00    58.33   -19.44   -63.88    42.68
AL052022 DANIELLE        2022 090206  132    60.00     4.00    70.00     0.00     2.00     4.00   -10.00    10.00    -4.00    68.00    10.00    43.08    24.54    21.14  1245.80    10.60   -55.18    46.20     8.01     4.70   316.20    37.80     4.00 -9999.00 -9999.00 -9999.00    80.49   -97.94  -266.06   353.48    16.37   323.40 -9999.00   183.32    -5.55   161.10  -105.55   -50.00    42.75
AL052022 DANIELLE        2022 090212  132    65.00     4.00    67.50    -2.50    -3.75     3.25   -10.75    10.25    -2.75    68.75    10.00    43.04    24.04    19.56  1361.00    46.40   -54.76    56.80     8.10     3.50   316.40    37.80     4.00 -9999.00 -9999.00 -9999.00    51.39   -59.60  -335.69   353.23    52.09   325.45 -9999.00   147.21    80.55   158.32  -208.31   -30.55    43.98
AL052022 DANIELLE        2022 090218  132    65.00     4.00    62.50    -2.50   -10.75     1.25    -8.75    13.25    -5.75    70.75     5.00    43.18    23.80    13.76  1456.80    32.80   -54.88    58.60     9.47     5.90   316.50    37.90     4.00 -9999.00 -9999.00 -9999.00   358.23    41.06    63.32   -37.02   -69.22   322.98 -9999.00    88.88   -33.33   199.98    11.11  -177.76    45.40
AL062022 EARL            2022 090300  132    35.00     2.00    50.00    35.00    32.00     0.00     0.00    -4.00     4.00    53.00     5.00    26.26    29.58    16.34   870.60    13.60   -53.94    56.60     4.21     4.90   300.20    18.30     3.00 -9999.00 -9999.00 -9999.00   -36.28   499.36  -279.14     0.00  -228.79   295.07 -9999.00   366.63   299.97  -144.43     0.00  -155.54    25.40
AL062022 EARL            2022 090306  132    35.00     4.00    60.00    20.00   -12.50    -0.50    -6.50     8.50    -1.50    92.50     5.00    25.18    29.62    15.66   702.00    16.60   -52.60    47.00     3.70     4.60   299.10    18.60     4.00 -9999.00 -9999.00 -9999.00  -219.63   438.55  -303.72  -114.42   -34.70   297.45 -9999.00   261.09   549.95  -227.75  -205.53  -116.65    27.35
AL062022 EARL            2022 090312  132    35.00     4.00    65.00    15.00   -15.75     6.25     3.25    -1.75    -7.75    95.75     0.00    26.16    29.62    15.92   856.00    14.40   -52.56    49.20     4.58     5.60   298.10    18.90     4.00 -9999.00 -9999.00 -9999.00  -323.53   405.26  -429.94  -222.08   227.85   299.05 -9999.00   216.64   494.39  -327.75  -294.42   127.76    28.65
AL062022 EARL            2022 090318  132    45.00     4.00    77.50     2.50   -14.75     0.25    -0.75     8.25    -7.75    94.75    10.00    27.76    29.84    16.76  1048.40    21.80   -52.34    48.40     4.68     6.70   297.10    19.20     4.00 -9999.00 -9999.00 -9999.00   -93.54   498.95  -312.21  -374.72   166.74   297.77 -9999.00   358.30   458.29  -208.31  -441.62   191.65    28.68
AL062022 EARL            2022 090400  132    45.00     4.00    82.50     2.50   -11.00    -1.00    -3.00    11.00    -7.00    96.00    10.00    28.54    29.88    17.30  1144.00    12.00   -53.16    44.60     4.65     6.50   296.40    19.40     4.00 -9999.00 -9999.00 -9999.00    45.31   641.02  -297.18  -359.20    -2.45   297.62 -9999.00   569.39   424.96   -97.21  -308.30   -19.44    28.27
AL062022 EARL            2022 090406  132    45.00     4.00    87.50     2.50   -13.50    -1.50    -1.50    13.50   -10.50   103.50     0.00    28.22    29.84     6.40  1128.00    26.20   -51.54    61.00     5.55     7.20   295.90    19.50     4.00 -9999.00 -9999.00 -9999.00   281.69   249.75  -144.74   -48.20   -58.18   297.20 -9999.00   574.94    97.21    -2.78    19.44  -113.88    29.73
AL062022 EARL            2022 090412  132    45.00     4.00    97.50    -2.50   -14.50    -3.50     0.50    21.50   -18.50   109.50     0.00    29.02    29.62    13.70  1239.40    38.60   -51.30    61.80     6.12     6.40   295.40    19.80     4.00 -9999.00 -9999.00 -9999.00   324.15   349.08  -275.39  -160.28    78.37   299.67 -9999.00   658.27   291.64  -163.87  -141.65    13.89    31.17
AL062022 EARL            2022 090418  132    45.00     4.00   100.00   -10.00   -16.00    -3.00    -4.00    29.00   -22.00   106.00     0.00    30.48    29.56    14.26  1348.40    48.60   -51.08    61.00     6.80     7.90   295.00    20.00     4.00 -9999.00 -9999.00 -9999.00   548.72   343.04  -155.33  -200.84     4.65   299.55 -9999.00   761.03   316.63  -238.87   -83.32     5.55    33.15
AL062022 EARL            2022 090500  132    45.00     4.00   100.00   -20.00   -20.25     0.75     0.75    17.75   -19.25   100.25     0.00    31.98    29.34    19.08  1304.00    57.40   -51.06    57.60     7.12     8.80   294.70    20.30     4.00 -9999.00 -9999.00 -9999.00   547.08   423.12  -145.54  -227.99   -59.83   300.45 -9999.00   974.90   308.30  -291.64  -113.88    97.21    33.62
AL072022 FIONA           2022 091418  132    30.00     2.00    42.50    57.50    23.50   -19.00   -21.00    34.50   -34.50    76.50     5.00    19.36    30.02    20.08   -37.20    56.00   -53.14    60.00    -8.40     3.80   309.90    16.60     3.00 -9999.00 -9999.00 -9999.00  -213.95    96.52  -285.33     0.00   188.81   291.37 -9999.00  -107.40   -74.07    14.81     0.00    59.25    21.77
AL072022 FIONA           2022 091500  132    45.00     4.00    52.50    47.50    59.00     5.00     6.00    -2.00    -9.00    41.00    15.00    20.76    29.90    23.52   108.40    63.80   -53.14    65.00    -2.52     6.30   308.70    16.60     3.00 -9999.00 -9999.00 -9999.00   -38.00    76.57  -130.77     0.00    55.45   289.17 -9999.00    81.47  -174.06   203.68     0.00   -29.63    20.77
AL072022 FIONA           2022 091506  132    45.00     4.00    57.50    42.50    23.75   -10.25    -8.25    24.75    -6.25    76.25    10.00    20.90    29.94    22.40   124.40    40.40   -52.70    58.00    -4.02     5.80   307.60    16.50     4.00 -9999.00 -9999.00 -9999.00  -228.59   243.73  -281.15  -239.37   272.70   290.52 -9999.00   -16.67    16.66  -149.99   -83.32   216.64    22.45
AL072022 FIONA           2022 091512  132    45.00     4.00    62.50    47.50    28.75    -1.25    -0.25    -4.25     5.75    81.25     0.00    21.52    29.94    17.64   192.00    56.00   -52.26    59.60    -3.26     5.50   306.40    16.40     4.00 -9999.00 -9999.00 -9999.00  -137.98   208.75  -231.32  -158.89   176.95   289.55 -9999.00   -38.89    72.21  -216.65  -127.76   272.20    23.25
AL072022 FIONA           2022 091518  132    50.00     4.00    62.50    57.50    27.25    -6.75    -3.75    16.25    -5.75    92.75     5.00    21.70    29.84    19.32   215.20    70.80   -52.50    66.60    -3.16     5.00   305.20    16.30     4.00 -9999.00 -9999.00 -9999.00   -48.51   165.83  -317.56   -69.19   215.86   288.67 -9999.00    69.44    91.66  -274.97   -41.66   224.98    22.88
AL072022 FIONA           2022 091600  132    50.00     4.00    62.50    52.50    49.75    -9.25    -4.25    41.75   -28.25    65.25     5.00    21.72    29.94    24.34   211.20    81.60   -53.20    73.40    -2.89     4.60   303.80    16.10     4.00 -9999.00 -9999.00 -9999.00   155.65  -141.38  -183.72   115.46   206.76   286.78 -9999.00   208.31   -13.89  -224.98    41.66   197.20    22.32
AL072022 FIONA           2022 091606  132    50.00     4.00    62.50    52.50    51.25    -4.75     2.25   -15.75    18.25    63.75     0.00    21.64    29.96    16.28   195.40    83.60   -52.56    70.80    -3.72     4.40   302.50    15.80     4.00 -9999.00 -9999.00 -9999.00    60.84    81.62  -205.47    71.39    50.93   287.80 -9999.00   216.65    38.89  -172.20    50.00    83.32    23.15
AL072022 FIONA           2022 091612  132    45.00     4.00    67.50    47.50    40.00   -13.00    -9.00    22.00     0.00    75.00    -5.00    22.50    29.78    20.34   274.20    76.20   -52.30    72.00    -2.22     4.40   301.20    15.80     4.00 -9999.00 -9999.00 -9999.00    55.38    85.97  -240.42    35.54   116.12   288.05 -9999.00   222.20    99.99  -233.31   -11.11   144.43    24.00
AL072022 FIONA           2022 091618  132    45.00     4.00    72.50    42.50    36.25   -13.75    -9.75     9.25    14.25    78.75    -5.00    23.26    29.80    24.50   354.00    70.20   -51.98    62.60    -1.47     4.70   299.60    16.30     4.00 -9999.00 -9999.00 -9999.00   -39.62   137.61  -282.42    98.42    39.35   289.30 -9999.00    -8.33   180.54  -486.06   147.21   158.32    26.98
AL072022 FIONA           2022 091700  132    50.00     4.00    75.00    40.00    19.50   -17.50    -7.50    29.50    -4.50    95.50     5.00    24.16    29.80    26.10   462.60    67.60   -51.30    58.00    -1.01     5.60   298.40    16.40     4.00 -9999.00 -9999.00 -9999.00   -12.27   191.98  -292.91    85.30     7.33   289.52 -9999.00     8.33   230.53  -502.73   163.87   108.32    27.93
AL072022 FIONA           2022 091706  132    50.00     4.00    82.50    32.50    25.75   -24.25    -1.25    25.75    -0.25    89.25     5.00    25.04    29.80    25.14   570.20    57.40   -50.74    53.60     0.63     7.60   297.40    16.30     4.00 -9999.00 -9999.00 -9999.00  -113.32   117.01  -340.05   267.43   -55.56   291.17 -9999.00   -58.33   152.76  -391.63   341.63  -102.77    30.02
AL072022 FIONA           2022 091712  132    50.00     4.00    90.00    25.00    19.25    -2.75     2.25     6.25    -5.75    95.75     0.00    26.80    29.80    22.82   763.40    75.40   -50.80    55.00     3.37    10.20   296.70    16.40     4.00 -9999.00 -9999.00 -9999.00  -194.53   295.20  -400.35   292.71  -203.37   293.05 -9999.00   -97.21   158.32  -452.73   324.97   -30.55    31.78
AL072022 FIONA           2022 091718  132    50.00     4.00    92.50    22.50    18.25   -11.75    -8.75    24.25    -3.75    96.75     0.00    29.36    29.44    21.02   877.60    75.00   -50.94    54.00     6.90    13.40   296.00    16.50     4.00 -9999.00 -9999.00 -9999.00  -157.72   283.75  -242.19   190.47  -238.98   294.20 -9999.00  -194.43    61.10  -272.20   227.75   -16.67    34.25
AL072022 FIONA           2022 091800  132    50.00     4.00    92.50    22.50    21.00    -1.00    -8.00    14.00    -5.00    94.00     0.00    31.14    28.78    18.66   931.40   106.40   -50.60    55.20    10.67    17.10   295.30    16.50     4.00 -9999.00 -9999.00 -9999.00   -89.20   229.62  -227.53   243.95  -256.31   295.98 -9999.00   -58.33    52.77  -147.21   330.52  -236.09    34.83
AL072022 FIONA           2022 091806  132    55.00     4.00    90.00    20.00    13.75     0.75   -12.25    12.75    -1.25    96.25     5.00    33.44    28.34    24.86   869.80   108.00   -49.80    51.00    14.30    21.00   294.50    16.90     4.00 -9999.00 -9999.00 -9999.00   -41.67   382.87  -245.41   209.52  -363.70   298.78 -9999.00   -11.11   211.09  -144.43   233.31  -299.97    37.90
AL092022 IAN             2022 092306  132    30.00     2.00    80.00    55.00    39.00     0.00     0.00    33.00   -33.00    96.00     0.00    25.82    30.18    23.00    96.20   107.60   -51.78    50.60     1.79     8.50   291.90    13.70     4.00 -9999.00 -9999.00 -9999.00   -96.41   -46.84   228.02   -76.46  -105.67   278.58 -9999.00  -116.65   -49.99    83.32   -61.10    27.77    27.65
AL092022 IAN             2022 092312  132    30.00     4.00    82.50    17.50    25.00   -25.00   -33.00    54.00     4.00    75.00     0.00    26.78    29.72    28.04    23.00   126.20   -51.88    50.80     4.45     7.70   290.70    14.20     4.00 -9999.00 -9999.00 -9999.00    34.47   -63.99   317.13    -4.92  -250.58   277.95 -9999.00   -80.55   -69.44   141.65   -47.22   -25.00    27.92
AL092022 IAN             2022 092318  132    30.00     4.00    80.00   -15.00    -8.50   -31.50   -30.50    50.50    11.50    73.50     0.00    27.68    29.44    31.72    -4.20   134.80   -51.82    49.20     4.32     7.20   289.40    14.60     4.00 -9999.00 -9999.00 -9999.00   218.72   -76.22   305.33  -165.99   -65.98   276.67 -9999.00   -16.66   -27.77   127.76  -216.65   116.65    27.85
AL092022 IAN             2022 092400  132    35.00     4.00    80.00   -20.00   -14.50   -33.50   -34.50    54.50    13.50    74.50     5.00    27.42    29.68    29.44   -24.40   122.20   -51.70    50.20     1.60     4.60   288.30    14.70     4.00 -9999.00 -9999.00 -9999.00   222.31  -129.48   356.36  -170.44   -60.81   277.12 -9999.00    -2.78    -2.78   174.98  -269.42    97.21    28.42
AL092022 IAN             2022 092406  132    35.00     4.00    70.00    -5.00    -2.50   -30.50   -31.50    59.50     2.50    67.50     5.00    28.64    29.08    42.52   -30.60    96.60   -51.64    48.40     2.64     6.60   287.10    14.70     4.00 -9999.00 -9999.00 -9999.00   245.32   -85.26   118.79    21.86   -55.57   277.38 -9999.00   -25.00   -91.66    19.44   -25.00    97.21    29.12
AL092022 IAN             2022 092412  132    40.00     4.00    72.50    -2.50     7.00   -21.00   -22.00    48.00    -5.00    63.00     5.00    28.50    29.14    36.44   -31.20    79.00   -51.20    56.60     2.03     5.60   285.60    14.50     4.00 -9999.00 -9999.00 -9999.00   405.32  -125.27   173.45    87.02  -134.70   276.40 -9999.00   -22.22    11.11    11.11   -66.66    44.44    29.80
AL092022 IAN             2022 092418  132    40.00     4.00    70.00     5.00    25.25     7.25    -3.75   -13.75    10.25    49.75     5.00    29.18    29.16    37.40    14.80    88.60   -50.86    63.00     1.05     6.70   284.20    14.40     4.00 -9999.00 -9999.00 -9999.00   553.17  -236.17   149.41   151.25   -62.09   275.15 -9999.00    63.88    19.44    19.44  -258.31   219.42    29.72
AL092022 IAN             2022 092500  132    45.00     3.00    57.50    17.50    28.00     6.00    -7.00   -29.00     1.00    47.00     5.00    29.76    28.96    40.00   -13.00   105.80   -50.94    59.20     1.65     6.90   282.80    14.60     4.00 -9999.00 -9999.00 -9999.00   484.66  -190.37    57.20   125.52     9.42   275.90 -9999.00    66.66    33.33     0.00  -277.75   244.42    30.90
AL092022 IAN             2022 092506  132    45.00     3.00    57.50    12.50    33.67     7.67    -1.33   -29.33    -6.33    36.33     5.00    30.00    28.98    39.40    -0.80    96.00   -50.52    56.40     0.79     6.50   281.70    14.60     4.00 -9999.00 -9999.00 -9999.00   432.93  -228.08    95.03   220.96   -85.67   276.20 -9999.00   266.64    66.66    66.66  -166.65    33.33    30.90
AL072013 GABRIELL        2013 090506  144    35.00     3.00    50.00    -5.00     0.00     5.00     4.00     0.00    -9.00    45.00     5.00    32.18    27.82    35.32  1226.60    12.60   -54.54    53.60     3.31     8.80   293.00    17.10     1.00   299.00    34.00  -409.28   268.31     0.00     0.00     0.00     0.00   291.80  -188.87   422.18     0.00     0.00     0.00     0.00    28.50
AL072013 GABRIELL        2013 090512  144    30.00     3.00 -9999.00 -9999.00     8.33     5.33     0.33     0.00    -5.67    31.67    -5.00    32.98    27.56    38.14  1190.80    -7.20   -54.26    40.60     2.36     7.40   292.30    17.40     1.00 -9999.00 -9999.00 -9999.00   674.86     0.00     0.00     0.00     0.00   287.30 -9999.00   599.94     0.00     0.00     0.00     0.00    27.10
AL092013 HUMBERTO        2013 090900  144    30.00     3.00    50.00   -15.00   -18.67    11.33    -3.67     0.00    -7.67    53.67     5.00    24.54    26.06    31.78  1986.20    -3.20   -52.20    40.00   -10.28     3.60   338.70    13.10     2.00   321.50    25.00    70.31    55.34   328.30  -328.30     0.00     0.00   321.65    66.66   111.10     0.00     0.00     0.00     0.00    24.60
AL092013 HUMBERTO        2013 090906  144    35.00     3.00    50.00   -15.00   -17.33    11.67    -5.33     0.00    -6.33    52.33    10.00    24.80    26.08    34.80  2059.60   -10.80   -52.10    34.40   -11.07     3.90   337.60    13.30     2.00   322.50    25.50  -140.33  -125.50   347.81  -346.39     0.00     0.00   322.35    11.11    55.55   -55.55    55.55     0.00     0.00    25.10
AL092013 HUMBERTO        2013 090912  144    40.00     3.00    50.00   -15.00   -22.00     8.00    -5.00     0.00    -3.00    57.00    10.00    25.56    26.02    25.86  2073.80     9.20   -52.02    35.00    -9.92     1.80   336.40    13.50     2.00   320.50    26.50   -19.94    -9.97   337.46  -339.22     0.00     0.00   320.40   -66.66   -55.55    66.66   -66.66     0.00     0.00    26.40
AL092013 HUMBERTO        2013 090918  144    45.00     2.00    50.00   -15.00    -2.00     3.00    -3.00     0.00     0.00    37.00    10.00    26.38    26.44    42.21  2241.80     3.00   -53.37    27.10   -10.66     2.20   335.40    13.70     0.00   320.50    27.00   -89.33 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00   -66.66 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00
AL092013 HUMBERTO        2013 091000  144    50.00     3.00    35.00     0.00    -1.00    -1.00    -5.00     0.00     6.00    36.00    10.00    27.00    26.42    45.48  2243.00    -4.40   -53.92    29.60    -8.37     2.50   334.50    13.90     1.00   319.50    26.00   -79.64  -280.54     0.00     0.00     0.00     0.00   321.50    77.77   244.42     0.00     0.00     0.00     0.00    24.50
AL092013 HUMBERTO        2013 091006  144    55.00     3.00    35.00     0.00    -3.33    -4.33    -4.33     0.00     8.67    38.33    10.00    26.40    26.22    41.28  2298.00     1.80   -54.26    34.60    -8.78     2.40   333.50    14.10     2.00   319.00    26.00  -139.38   -59.72   359.10  -359.56     0.00     0.00   318.20    77.77    72.22    16.67   -16.66     0.00     0.00    26.05
AL092013 HUMBERTO        2013 091012  144    55.00     3.00    40.00     0.00    -2.33    -3.33    -1.33     0.00     4.67    42.33     5.00    25.92    26.40    30.36  2382.80     2.80   -53.90    44.80    -8.90     2.10   332.70    14.30     2.00   316.50    26.00    59.71   199.07   179.93  -179.70     0.00     0.00   315.10    88.88    94.43   -16.67    16.66     0.00     0.00    25.95
AL092013 HUMBERTO        2013 091018  144    60.00     3.00    40.00     0.00    -1.33    -3.33    -3.33     0.00     6.67    41.33     5.00    25.76    26.72    31.58  2460.00     2.60   -54.22    40.60    -8.20     3.60   332.10    14.70     2.00   314.50    26.00   218.84   339.22     0.00     0.00     0.00     0.00   313.30    99.99   177.76  -244.42   244.42     0.00     0.00    25.30
AL092013 HUMBERTO        2013 091100  144    60.00     3.00    35.00     0.00    -2.33    -5.33    -0.33     0.00     5.67    37.33     5.00    25.50    27.16    22.22  2331.80    23.00   -54.64    47.60    -7.86     4.20   331.70    15.10     2.00   313.50    27.00   326.67   327.18    59.88   -59.28     0.00     0.00   313.50     0.00    38.89  -127.76   127.76     0.00     0.00    26.65
AL092013 HUMBERTO        2013 091106  144    60.00     3.00    35.00     0.00   -18.67    -3.67    -5.67     0.00     9.33    53.67     0.00    26.18    27.56    19.50  2261.60    21.20   -54.18    47.80    -6.12     5.50   331.40    15.60     2.00   312.50    27.50   453.52   464.22   166.99  -169.25     0.00     0.00   312.40   -11.11    33.33   166.65  -166.65     0.00     0.00    27.10
AL092013 HUMBERTO        2013 091112  144    65.00     3.00    35.00     5.00   -12.00    -8.00    -7.00     0.00    15.00    52.00     5.00    26.88    27.76    21.28  2195.80    12.40   -54.54    44.60    -6.34     4.60   331.10    16.30     2.00   312.00    27.00   531.18   526.75   192.60  -194.13     0.00     0.00   312.05   155.54   177.76    99.99   -99.99     0.00     0.00    26.80
